time,wx,wy,wz
1.734,-0.01,0.00,-0.00
1.735,-0.01,0.00,-0.00
1.737,-0.01,-0.00,-0.00
1.740,-0.01,-0.00,-0.00
1.743,-0.01,0.00,-0.00
1.745,-0.01,0.01,-0.00
1.747,-0.01,0.00,-0.00
1.750,-0.00,0.01,-0.00
1.753,-0.01,0.01,-0.00
1.755,-0.01,0.01,-0.00
1.758,-0.01,0.01,-0.00
1.762,-0.01,0.01,-0.00
1.762,-0.01,0.01,-0.00
1.765,-0.01,0.01,-0.00
1.767,-0.01,0.01,-0.00
1.770,-0.01,0.01,-0.00
1.772,-0.01,0.00,-0.00
1.775,-0.01,0.00,-0.00
1.778,-0.01,0.01,-0.00
1.779,-0.01,0.00,-0.00
1.782,-0.01,0.00,0.00
1.784,-0.01,0.00,0.00
1.787,-0.01,0.00,0.00
1.790,-0.01,0.00,0.00
1.792,-0.01,-0.00,0.00
1.797,-0.01,-0.00,0.00
1.798,-0.01,-0.00,0.00
1.798,-0.01,-0.00,0.00
1.802,-0.01,-0.00,0.00
1.804,-0.01,-0.01,0.00
1.806,-0.01,-0.01,0.00
1.809,-0.00,-0.01,0.00
1.821,-0.00,-0.01,0.00
1.822,-0.00,-0.01,0.00
1.822,-0.00,-0.01,0.00
1.822,-0.00,-0.00,0.00
1.822,-0.00,-0.00,0.00
1.824,-0.00,0.00,-0.00
1.828,-0.00,-0.00,-0.00
1.829,-0.00,0.00,-0.00
1.832,-0.00,0.00,-0.00
1.833,-0.00,0.00,-0.01
1.836,-0.00,0.00,-0.01
1.839,0.00,0.00,-0.01
1.841,0.00,0.00,-0.01
1.843,-0.00,0.00,-0.01
1.845,-0.00,0.00,-0.01
1.849,-0.00,0.01,-0.01
1.851,-0.00,0.01,-0.01
1.853,0.00,0.00,-0.01
1.856,0.00,0.00,-0.01
1.859,0.00,0.00,-0.01
1.861,-0.00,0.00,-0.01
1.864,0.00,0.00,-0.01
1.865,0.00,-0.00,-0.01
1.868,0.00,-0.00,-0.01
1.871,0.00,-0.00,-0.01
1.873,0.00,-0.01,-0.01
1.879,0.00,-0.00,-0.01
1.879,0.00,-0.00,-0.01
1.881,0.00,-0.00,-0.01
1.885,0.00,-0.01,-0.01
1.885,0.01,-0.01,-0.01
1.888,0.01,-0.01,-0.01
1.891,0.00,-0.01,-0.01
1.893,0.00,-0.01,-0.01
1.898,0.00,-0.01,-0.01
1.899,0.00,-0.01,-0.01
1.900,0.00,-0.00,-0.01
1.903,0.00,-0.00,-0.01
1.905,0.00,-0.00,-0.01
1.908,0.00,-0.00,-0.01
1.922,0.00,0.00,-0.01
1.922,0.00,-0.00,-0.01
1.922,0.00,0.00,-0.01
1.923,-0.00,-0.00,-0.01
1.923,-0.00,-0.00,-0.01
1.923,-0.00,-0.00,-0.01
1.925,-0.00,-0.00,-0.01
1.928,-0.00,-0.00,-0.00
1.930,-0.00,-0.00,-0.00
1.931,-0.00,-0.00,-0.00
1.934,-0.00,-0.00,-0.00
1.938,-0.00,0.00,-0.00
1.940,-0.00,-0.00,-0.00
1.943,-0.01,-0.00,0.00
1.945,-0.00,-0.00,0.00
1.948,-0.01,-0.00,-0.00
1.950,-0.01,-0.00,0.00
1.952,-0.00,-0.00,0.00
1.955,-0.00,-0.00,0.00
1.957,-0.00,-0.00,0.00
1.962,-0.00,-0.00,-0.00
1.964,-0.01,-0.00,0.00
